text,label
"Thật sự Diễn xuất như gỗ, không cảm xúc! Đừng mua nha! 💔",0
"Trời ơi, Không xứng với kỳ vọng của fan! Tránh xa ra! 😒",0
"Tức lắm, Giao hàng chậm quá, đợi cả tuần! Hoàn tiền đi! 😤",0
"Thật ra Học xong có việc làm ngay, xứng đáng! 🔥",1
"Creator này có tâm, làm nội dung kỹ!",1
"Thật sự Chiến thuật tệ, hàng thủ yếu! 😤",0
"Thất vọng khi Ứng dụng hay bị crash, rất khó chịu! 😒",0
"Tức lắm, Kết cục tệ, không thỏa mãn chút nào! 💔",0
"Ôi trời ơi, Phim hay lắm, cốt truyện cuốn hút! Quá đỉnh luôn! 😍",1
"Phải nói thật là Đã dùng được 3 tháng vẫn tốt, chất lượng! Xứng đáng 5 sao! 😍",1
"Buồn khi Bài này không hay, không nghe lại nữa! Tránh xa ra! 💔",0
"Buồn khi Giọng hát không ổn, phô nhiều chỗ! Hoàn tiền đi! 😤",0
"Phải nói là Spa dịch vụ tốt, thư giãn cực kỳ! ❤️",1
Cảm ơn shop đã hỗ trợ nhiệt tình!,1
"Beat đơn điệu, không có gì nổi bật! Không recommend! 🤦",0
"Tức lắm, Đường đi khó, thiếu biển báo, bực bội! Không recommend! 👎",0
"Tức lắm, Chất liệu rẻ tiền, mỏng, không bền! Không recommend! 🤦",0
Thật sự Reaction đầu tiên nghe xong đã thích ngay! Recommend nha! ✨,1
"Thật sự Giảm cân thất bại, tiền mất mà không hiệu quả! 👎",0
"Buồn lắm, Tin giả, sai sự thật, đừng tin! 👎",0
"Học xong có việc làm ngay, xứng đáng! 😍",1
"Wow, Resort xịn, dịch vụ 5 sao thật sự! Xứng đáng 5 sao! ✨",1
"Học xong không biết làm gì, vô ích! 👎",0
"Thật sự Phòng nhỏ, thiếu tiện nghi, đắt vô lý! Không recommend! 😒",0
"Phải nói thật là Chất liệu tốt, bền, đúng như mô tả! Recommend nha! 👏",1
"Tức lắm, Bom tấn nhưng nội dung trống rỗng! Hoàn tiền đi! 😒",0
"Thất vọng khi Phục vụ chậm, thái độ không tốt! 👎",0
"Ôi trời ơi, Nhân viên tư vấn nhiệt tình, hỗ trợ tốt! Mọi người thử đi!",1
"Phải nói là Platform học online dễ dùng, video rõ! 👏",1
Buồn khi Thất vọng hoàn toàn với sản phẩm này! Không recommend! 👎,0
"Thật ra Học xong có việc làm ngay, xứng đáng!",1
"Thật ra Khuyến mãi tốt, freeship, rất đáng order! Recommend nha! 🥰",1
"Thất vọng khi Phòng nhỏ, thiếu tiện nghi, đắt vô lý! 👎",0
Thật sự Ảnh quá đẹp nhưng thực tế rất xấu! Không recommend! 👎,0
"Phải nói thật là Đặt phòng dễ, check-in nhanh, tuyệt! Recommend nha! 🔥",1
"Thật sự Hàng thật 100%, không lo hàng nhái! Mọi người thử đi! ❤️",1
"Thật sự Nhạc này nghe chán, không có cảm xúc! Tránh xa ra!",0
"Ôi trời, Bác sĩ tận tâm, chẩn đoán chính xác!",1
"Thật sự Nội dung nhàm, không có giá trị! 👎",0
"Thật ra Video thú vị, xem ngay không nghĩ! 🔥",1
"Buồn khi Quảng cáo hay hơn phim thật, thất vọng! 😡",0
"Thật sự Sản phẩm y như hình, chất lượng tốt! Recommend nha! ❤️",1
"Ôi trời ơi, Shop phản hồi nhanh, giải quyết vấn đề tốt!",1
"Ôi trời ơi, Cảnh quay đẹp, âm nhạc hay, xem mê! Quá đỉnh luôn! 👏",1
"Giao hàng chậm quá, đợi cả tuần! Không recommend!",0
"Đã dùng được 3 tháng vẫn tốt, chất lượng! Recommend nha! 💯",1
"Trọng tài thiên vị, bất công! 👎",0
"Thật sự Xem xong vẫn còn suy nghĩ mãi, hay thật! ✨",1
"Thật sự Trận đấu nhàm, không có gì hay! 😡",0
"Trời ơi, Giảng viên dạy nhàm, không nhiệt tình! 👎",0
"Tức lắm, Tin giả, sai sự thật, đừng tin! 😤",0
"Wow, Sân vận động đẹp, tổ chức chuyên nghiệp! 😍",1
"Thật sự Đóng gói cẩu thả, hàng bị móp méo! Hoàn tiền đi! 💔",0
"Wow, Thực phẩm chức năng hiệu quả, cảm thấy khỏe hơn! ❤️",1
"Thật ra Bài viết hay, chia sẻ rất hữu ích! 🔥",1
"Buồn khi Hàng giả, không mua nữa, lừa đảo! Tránh xa ra! 🤦",0
"Tức lắm, Học xong không biết làm gì, vô ích!",0
"Trời ơi, Không gian chật, ồn ào, không thoải mái! 😡",0
"Tức lắm, Mưa suốt, không như dự báo, thất vọng!",0
"Sân vận động đẹp, tổ chức chuyên nghiệp! ❤️",1
"Phải nói thật là Điểm đến tuyệt đẹp, sẽ quay lại! Mọi người thử đi! 🥰",1
Bom tấn nhưng nội dung trống rỗng! Hoàn tiền đi! 💔,0
"Học xong không biết làm gì, vô ích! 😡",0
"Wow, Giảm cân hiệu quả, đúng như cam kết!",1
"Thật ra Quán ngon, giá hợp lý, không gian sạch! Mọi người thử đi! 🥰",1
"Thất vọng khi Hàng giả, không mua nữa, lừa đảo! 🤦",0
"Kỹ xảo đỉnh, như phim Hollywood! Recommend nha! 🔥",1
"Wow, Hàng chính hãng, có tem xác nhận đầy đủ! Recommend nha! 🥰",1
"Thật sự Spa làm đau, nhân viên thiếu kinh nghiệm! 👎",0
"Thật sự Nhóm này quá tài năng, tự hào lắm! Quá đỉnh luôn! 💯",1
"Wow, MV đẹp, ý nghĩa, xứng đáng được khen! Xứng đáng 5 sao! 🥰",1
"Ôi trời ơi, Hiệu năng mạnh, chơi game mượt! 😍",1
Thất vọng khi Update xong lại sinh thêm lỗi mới! 👎,0
"Trời ơi, Không gian chật, ồn ào, không thoải mái! Không recommend!",0
"Thật sự Bài này hay quá, nghe mãi không chán! Xứng đáng 5 sao! 😍",1
"Wow, Thông tin chính xác, đáng tin cậy! 👏",1
"Thật sự Tài liệu lỗi thời, không cập nhật! 😤",0
"Wow, Nội dung chất lượng, đáng follow!",1
"Ôi trời ơi, Hàng đẹp lắm, recommend cho mọi người! Xứng đáng 5 sao! ✨",1
"Tức lắm, Không hiểu sao bài này lại được khen! Hoàn tiền đi! 🤦",0
"Thật sự Dịch vụ tệ, nhân viên thái độ xấu! Tránh xa ra! 😒",0
"Thật sự Xem xong vẫn còn muốn xem lại, quá hay! Mọi người thử đi! 🔥",1
"Buồn khi Giọng hát không ổn, phô nhiều chỗ! 😤",0
"Trời ơi, Lời bài hát vô nghĩa, không đầu tư! 👎",0
Buồn khi Tính năng quảng cáo nhiều nhưng thực tế ít! Tránh xa ra! 👎,0
Thật sự Chất lượng như hàng ngoại nhưng giá Việt! Xứng đáng 5 sao! ❤️,1
"Ôi trời ơi, Ứng dụng dễ dùng, giao diện đẹp, mượt! Mọi người thử đi! 💯",1
"Tức lắm, Đồ ăn không ngon, nhạt nhẽo, dở! Tránh xa ra! 💔",0
Thật ra Cộng đồng học viên hỗ trợ nhau tốt! 👏,1
"Buồn khi Phí ship cao mà giao chậm, rất tức! Không recommend! 😡",0
"Buồn lắm, Gym thiết bị cũ nát, không an toàn! 👎",0
"Cảnh quay đẹp, âm nhạc hay, xem mê! 😍",1
"Ôi trời ơi, Giao hàng nhanh, đóng gói cẩn thận! Recommend nha! 🔥",1
"Ôi trời ơi, Dùng được 1 năm vẫn ổn, rất bền! Recommend nha! 🥰",1
"Thất vọng khi Đóng gói cẩu thả, hàng bị móp méo! Tránh xa ra! 💔",0
"Ứng dụng dễ dùng, giao diện đẹp, mượt! Recommend nha! 🥰",1
"Thật ra Khóa học hay, giảng viên dạy dễ hiểu! 💯",1
"Wow, Đây là bản nhạc hay nhất năm nay! Xứng đáng 5 sao!",1
"Ôi trời, Tài liệu đầy đủ, bài tập thực tế! 👏",1
"Phải nói là Gym tốt, huấn luyện viên nhiệt tình! 💯",1
"Tức lắm, Spa làm đau, nhân viên thiếu kinh nghiệm!",0
"Tức lắm, Thực phẩm chức năng giả, không tác dụng!",0
"Thật sự Thiết kế đẹp, tinh tế, rất đáng mua! Quá đỉnh luôn! 💯",1
Thất vọng khi Update xong lại sinh thêm lỗi mới! Không recommend! 😒,0
"Trời ơi, Giọng hát không ổn, phô nhiều chỗ! Tránh xa ra! 💔",0
"Thất vọng khi Tốc độ chậm, lag liên tục, bực lắm! 💔",0
"Thật sự Thiết kế đẹp, tinh tế, rất đáng mua! Recommend nha! 👏",1
"Nội dung chất lượng, đáng follow! ❤️",1
"Tức lắm, Khóa học đắt mà không có gì mới!",0
"Thuốc không hiệu quả, uống mãi không khỏi!",0
Thật ra Nhìn biểu diễn mà phấn khích cả người! Recommend nha! 👏,1
"Trời ơi, Mùi quán hôi, khó chịu, mất ngon! 🤦",0
"Phải nói là Giáo viên nhiệt tình, giải đáp thắc mắc nhanh! ❤️",1
"Phí ship cao mà giao chậm, rất tức! Đừng mua nha!",0
"Wow, Resort xịn, dịch vụ 5 sao thật sự! 👏",1
"Series này hay, mong ra tập tiếp sớm!",1
"Thật ra Đặt tối giao sáng hôm sau, siêu nhanh! Xứng đáng 5 sao! ❤️",1
"Thật ra Series này hay, mong ra tập tiếp sớm! ❤️",1
"Phục vụ chậm, thái độ không tốt! Không recommend! 😒",0
"Wow, Spa dịch vụ tốt, thư giãn cực kỳ! 💯",1
"Tức lắm, Màu sắc khác hình, kích thước sai! 😒",0
"Video dài dòng, mất thời gian xem! 👎",0
"Tức lắm, Giảm cân thất bại, tiền mất mà không hiệu quả! 👎",0
"Thật sự Nội dung nhạy cảm, không phù hợp! 😤",0
"Thật sự Pin tụt nhanh, máy nóng, không chịu được! Không recommend! 👎",0
"Trời ơi, Giảm cân thất bại, tiền mất mà không hiệu quả! 😡",0
"Giai điệu hay, lời bài hát ý nghĩa! Mọi người thử đi! ❤️",1
"Tức lắm, Diễn xuất như gỗ, không cảm xúc! Tránh xa ra!",0
"Gym tốt, huấn luyện viên nhiệt tình!",1
"Buồn khi Giá đắt mà khẩu phần ít, không đáng! Không recommend! 😡",0
"Wow, MV đẹp, ý nghĩa, xứng đáng được khen! Quá đỉnh luôn!",1
"Hàng thật 100%, không lo hàng nhái! Quá đỉnh luôn! 👏",1
"Thất vọng khi Phim kéo dài quá, nhàm chán! Hoàn tiền đi! 😡",0
"Phải nói thật là Vải mềm mịn, không gây kích ứng da! Xứng đáng 5 sao! 👏",1
"Buồn khi Không quay lại nữa, quá thất vọng! Đừng mua nha! 💔",0
"Buồn khi Camera xấu, ảnh mờ, không như quảng cáo! Đừng mua nha! 👎",0
"Khách sạn đẹp, sạch, nhân viên tốt bụng! Mọi người thử đi! 💯",1
"Update liên tục, fix lỗi nhanh, tốt! Xứng đáng 5 sao! 👏",1
"Video dài dòng, mất thời gian xem! 😤",0
"Ôi trời ơi, Ứng dụng dễ dùng, giao diện đẹp, mượt! Quá đỉnh luôn! 🔥",1
"Thật ra Đặt phòng dễ, check-in nhanh, tuyệt! Mọi người thử đi!",1
"Tức lắm, Kem dưỡng da gây kích ứng, nổi mụn! 😡",0
"Wow, Giai điệu hay, lời bài hát ý nghĩa! Recommend nha! 🔥",1
"Thất vọng khi Không gian chật, ồn ào, không thoải mái! 🤦",0
Thật sự Địa điểm lý tưởng cho gia đình! Xứng đáng 5 sao! 🥰,1
"Màn hình dễ vỡ, thiết kế không bền! Không recommend! 👎",0
"Tức lắm, Concert lộn xộn, âm thanh kém, phí tiền! Hoàn tiền đi! 🤦",0
"Xem xong vẫn còn suy nghĩ mãi, hay thật! ❤️",1
"Trời ơi, Dịch vụ tệ, nhân viên thái độ xấu! Đừng mua nha! 😤",0
"Thật ra Giáo viên nhiệt tình, giải đáp thắc mắc nhanh! ❤️",1
"Buồn lắm, Nội dung nhàm, không có giá trị!",0
"Tức lắm, Đường đi khó, thiếu biển báo, bực bội! Hoàn tiền đi!",0
"Wow, Video thú vị, xem ngay không nghĩ! ❤️",1
"Giá chặt chém khách du lịch, tức lắm! Không recommend! 🤦",0
Buồn khi Update xong lại sinh thêm lỗi mới! Đừng mua nha! 🤦,0
"Sản phẩm chăm sóc da tốt, da mịn hơn rõ rệt! 😍",1
"Bảo hành kém, gặp lỗi mà không xử lý! Tránh xa ra! 💔",0
"Wow, Quán ngon, giá hợp lý, không gian sạch! Xứng đáng 5 sao!",1
"Trình diễn thiếu chuyên nghiệp, nhiều lỗi!",0
"Wow, Phòng rộng, view biển đẹp, rất thích! Xứng đáng 5 sao! 🥰",1
Địa điểm lý tưởng cho gia đình! 👏,1
"Wow, Gym tốt, huấn luyện viên nhiệt tình! 😍",1
"Thật ra Bài này chữa lành tâm hồn, cảm ơn nghệ sĩ! Quá đỉnh luôn! 🥰",1
"Phải nói thật là Điểm đến tuyệt đẹp, sẽ quay lại! Quá đỉnh luôn! 💯",1
"Ôi trời ơi, Xem xong vẫn còn suy nghĩ mãi, hay thật! 💯",1
"Thật sự Tiền vé không xứng, phí thời gian! 😤",0
"Trời ơi, Creator này câu view, nội dung rỗng! 😤",0
"Thật sự Đồ ăn nguội lạnh, không được hâm lại! Hoàn tiền đi! 😤",0
Cảm ơn đã chia sẻ kiến thức quý!,1
